1,-0.203867,55.1629
2,0.734091,52.5416
3,-23.3553,-35.7642
4,-20.4421,-29.0435
5,-31.0573,-26.9624
6,-29.6588,-21.4806
7,-40.2416,-5.49826
8,-37.723,-5.92018
9,25.4995,-1.43485
10,26.1692,-4.63337
11,-2.35521,36.1915
12,-4.36305,36.5612
13,7.68747,18.9539
14,-3.10635,23.962
15,29.4192,-2.59056
16,28.9811,-0.704672
17,-8.58388,-10.9505
18,-24.8237,-29.2056
19,-37.2626,-27.4659
20,-44.7126,-24.1468
21,-46.2586,-27.077
22,-22.2836,-22.5376
23,-18.352,1.61135
24,-8.22777,24.2533
25,-13.5969,22.6057
26,43.7843,-6.47879
27,43.7793,-4.37001
28,13.0099,-19.7512
29,8.60824,-14.1972
30,-23.1513,29.4147
31,-20.8846,36.9936
32,-30.305,-16.4615
33,-17.2426,-10.9147
34,16.0064,-9.55781
35,43.6346,18.8277
36,40.4269,15.3167
37,29.1754,-18.2915
38,28.3453,-16.7202
39,-11.158,-21.6955
40,-24.7133,37.7871
41,5.91563,27.4212
42,12.174,28.3131
43,36.2579,-12.9804
44,38.1868,-14.4685
45,39.0022,24.5097
46,34.8648,19.8935
47,24.962,33.9339
48,28.7348,37.0032
49,50.3256,-7.00455
50,51.6524,-7.65653
51,28.9034,31.643
52,30.2278,25.8086
53,-30.8832,14.7222
54,-31.5604,18.1598
55,4.00122,31.4572
56,0.791786,30.2572
57,-35.769,-22.294
58,-5.95852,31.1843
59,10.1223,-31.1332
60,2.14437,-25.4733
61,4.66017,-18.3529
62,14.5355,-18.0883
63,47.5553,-4.05555
64,48.8209,-4.78631
65,23.8781,-30.9566
66,22.4215,-31.0141
67,-21.3843,39.8306
68,23.0535,30.1668
69,-7.58334,35.4271
70,-8.91547,-56.1118
71,-7.39962,-56.1458
72,-26.7035,20.8287
73,-28.5431,17.0225
74,18.2359,8.01428
75,18.3243,11.7111
76,-5.64805,-18.8379
77,2.00894,-12.8894
78,30.6013,12.8922
79,26.9815,14.1703
80,-8.15516,19.965
81,-46.7444,-9.38952
82,-46.8905,-10.8633
83,-6.06691,-29.4127
84,-19.9099,-35.6651
85,1.98286,12.2395
86,2.03281,16.7298
87,-13.1532,18.8777
88,-17.9569,18.2128
89,35.8333,14.4198
90,49.959,-16.894
91,51.4229,-16.7723
92,18.7216,-39.2442
93,17.171,-40.1653
94,-24.9789,-17.5461
95,-14.8597,28.1216
96,-18.9105,33.7781
97,-2.44024,31.1592
98,-3.83728,29.2307
99,18.3491,-49.8227
100,17.1413,-50.6854
101,-15.033,15.4676
102,-17.9912,14.373
103,34.0781,29.0303
104,34.7969,9.92776
105,34.3856,-33.209
106,33.3116,-31.6363
107,-39.4448,-8.83973
108,-36.3429,-9.98135
109,-36.8363,-16.1266
110,-6.15196,-38.4032
111,-14.7925,-39.7447
112,1.30697,-9.19289
113,-55.4829,-9.22188
114,-53.9118,-9.12028
115,-11.0396,-17.0466
116,-7.36322,-4.26831
117,4.43024,39.6175
118,2.59924,44.0211
119,17.5165,49.8394
120,16.0857,50.0207
121,-39.7327,-19.9415
122,7.3658,43.3964
123,-36.7207,30.2941
124,-38.012,29.5567
125,-29.88,33.9236
126,-32.5476,35.159
127,41.1188,10.0075
128,47.6892,-23.0936
129,45.9075,-22.7231
130,11.6038,33.1654
131,10.0636,32.776
132,1.81866,-32.7847
133,12.3623,-24.1214
134,-17.0603,-22.077
135,-15.3027,-31.9727
136,-18.1959,-19.3897
137,12.6813,19.8593
138,-14.1085,53.992
139,-16.5792,53.4795
140,-49.8175,6.00225
141,-50.2393,4.57849
142,-7.66498,-24.8944
143,9.0068,-8.65343
144,13.84,-13.0144
145,31.7736,-10.4801
146,33.268,-9.43427
147,-44.2367,27.2035
148,-44.7085,28.624
149,-14.6862,34.2584
150,-4.03374,-41.811
151,-53.1953,20.0612
152,-51.7335,19.7658
153,-44.0659,-11.8504
154,-42.3562,-14.2624
155,7.62608,-53.5458
156,6.08903,-54.1083
157,32.5635,35.61
158,51.1964,-23.0726
159,52.3607,-22.1701
160,11.3105,-29.3682
161,-3.07243,-38.652
162,-18.667,-25.8091
163,-31.0847,-44.0123
164,-29.8011,-45.0111
165,22.364,-42.7403
166,21.4043,-41.4533
167,40.1967,-30.9498
168,39.2158,-29.421
169,4.79965,-36.2957
170,-26.3709,-24.576
171,36.5591,34.0675
172,-9.89203,47.4855
173,-6.64152,46.7869
174,-25.5063,-11.6782
175,36.1555,-3.27525
176,37.63,-1.67341
177,-16.8027,41.2086
178,46.5517,4.36906
179,45.1206,3.71885
180,41.2782,29.9615
181,45.2297,-34.0033
182,44.4813,-35.3146
183,-20.8956,21.0455
184,-22.6799,17.3032
185,-15.2918,44.5583
186,-12.888,43.1115
187,-29.3426,-8.43994
188,-41.4548,34.8171
189,-40.4161,35.8583
190,-3.75423,51.5537
191,-0.808099,49.1429
192,42.0224,-24.8772
193,40.5354,-25.0068
194,-27.1585,14.2503
195,-10.366,-53.2606
196,-8.78733,-52.4447
197,39.2499,-0.869324
198,-4.48129,-1.86531
199,13.047,-45.581
200,11.6806,-47.0177
201,1.39461,39.324
202,-0.955162,3.12345
203,20.1648,36.2463
204,26.2262,5.72628
205,28.6801,4.93606
206,-25.6977,-33.7876
207,-48.0887,-18.959
208,-45.1911,-18.2921
209,4.48518,52.2753
210,17.335,-16.736
211,21.1931,-18.2754
212,38.0976,-33.084
213,36.953,-32.1408
214,-21.4595,1.36524
215,6.98237,2.70827
216,4.13942,-5.34837
217,-11.39,31.7285
218,-21.8555,52.4651
219,-20.3794,52.8816
220,10.7087,-45.0092
221,13.2196,-39.8387
222,10.84,-38.0574
223,9.72356,7.21338
224,10.1924,9.75808
225,-33.5716,26.7667
226,-30.9028,24.966
227,-23.7981,-51.7781
228,-25.0294,-50.8742
229,46.6651,14.8018
230,6.28875,41.119
231,-13.705,51.6023
232,-16.164,51.1231
233,29.604,-7.68652
234,28.9103,-8.94444
235,-48.9367,-5.677
236,-47.5848,-6.4231
237,7.71689,-22.1592
238,-34.2315,-0.954169
239,3.01665,23.8179
240,-22.9653,-6.72283
241,-56.5338,-6.56402
242,-55.037,-6.3474
243,-28.1418,-2.30972
244,-16.1851,7.39351
245,1.97272,-0.222894
246,-3.29043,-8.54252
247,54.5977,-15.3799
248,53.3672,-14.5426
249,-7.78472,-0.492535
250,-0.763494,-5.63546
251,2.59033,37.2006
252,-52.1781,-1.82088
253,-50.8553,-2.57951
254,-42.1434,4.91622
255,-39.0872,4.67329
256,-1.55294,13.7627
257,18.592,-0.592712
258,20.6222,4.59094
259,26.4224,46.2176
260,26.6401,44.6965
261,-27.2102,-6.43955
262,14.2758,-29.9492
263,16.8167,-22.3294
264,-30.4271,-32.1195
265,-22.1044,-32.8124
266,8.31373,-31.5614
267,18.2311,-46.902
268,16.739,-47.0934
269,-22.1012,33.934
270,-27.0897,34.2617
271,-13.8444,-2.26687
272,36.6954,-16.3679
273,-28.1584,-12.4496
274,42.856,1.64615
275,42.0926,2.88112
276,-40.8698,-12.107
277,-9.42052,33.4741
278,14.3097,6.10523
279,-2.9535,-13.8326
280,27.7701,-29.5366
281,26.2676,-29.6602
282,2.15858,-45.6095
283,0.448653,-42.1711
284,-51.9096,-6.22025
285,-52.298,-4.83544
286,-3.28107,-33.3105
287,-11.0119,38.5379
288,21.6581,-12.872
289,14.4803,-54.7196
290,14.2719,-53.2029
291,6.48099,46.7282
292,26.5199,-43.0411
293,25.7877,-44.3251
294,4.03773,-56.0989
295,2.71273,-56.6851
296,8.79933,4.25381
297,-1.23818,-1.33003
298,48.3042,20.2417
299,-56.5706,-3.4866
300,-55.0158,-3.43761
301,-10.4429,-4.79132
302,-36.9711,16.5965
303,-36.7126,15.1147
304,39.8215,-22.3534
305,41.1726,-21.6879
306,30.3854,-42.4567
307,29.0997,-41.7112
308,-9.30634,-35.8041
309,-51.407,10.0882
310,-50.2499,9.11606
311,24.4598,24.9995
312,-41.0489,-16.3135
313,26.4071,49.0728
314,26.0595,50.4887
315,-25.6203,0.146507
316,-27.1863,5.79401
317,-53.9514,-12.0488
318,-55.4949,-11.9178
319,-43.049,-26.8526
320,28.2592,20.1412
321,0.884983,13.7815
322,19.4365,-11.0088
323,19.0405,14.5943
324,11.7388,-50.8957
325,10.4418,-51.6548
326,7.79646,39.0954
327,48.2379,-19.7335
328,49.8767,-20.4775
329,17.9422,-32.398
330,36.0771,43.5905
331,34.7095,43.9831
332,14.9462,35.0427
333,16.3507,35.496
334,-44.7981,-7.51451
335,-43.5457,-8.41086
336,47.7214,23.8258
337,48.8957,-1.24349
